"hid","doc_id","year","region","station","country","act","class"
"HID0307","BB1886",1883,"Burma","Rangoon","British India","Act XXII of 1864","Second Class"
"HID0308","BB1886",1883,"Burma","Bassein","British India","Act XIV of 1868","Third Class"
"HID0309","BB1886",1883,"Burma","Prome","British India","Act XIV of 1868","Second Class"
"HID0310","BB1886",1883,"Burma","Thayetmyo","British India","Act XXII of 1864","Second Class"
"HID0311","BB1886",1883,"Burma","Akyab","British India","Act XIV of 1868","Second Class"
"HID0312","BB1886",1883,"Burma","Moulmein","British India","Act XIV of 1868","Second Class"
"HID0313","BB1886",1883,"Burma","Toungoo","British India","Act XIV of 1868","Third Class"
"HID0314","BB1886",1883,"Burma","Henzada","British India","Act XIV of 1868","Third Class"
"HID0315","BB1886",1884,"Burma","Rangoon","British India","Act XXII of 1864","Second Class"
"HID0316","BB1886",1884,"Burma","Bassein","British India","Act XIV of 1868","Third Class"
"HID0317","BB1886",1884,"Burma","Prome","British India","Act XIV of 1868","Second Class"
"HID0318","BB1886",1884,"Burma","Thayetmyo","British India","Act XXII of 1864","Second Class"
"HID0319","BB1886",1884,"Burma","Akyab","British India","Act XIV of 1868","Second Class"
"HID0320","BB1886",1884,"Burma","Moulmein","British India","Act XIV of 1868","Second Class"
"HID0321","BB1886",1884,"Burma","Toungoo","British India","Act XIV of 1868","Third Class"
"HID0322","BB1886",1884,"Burma","Henzada","British India","Act XIV of 1868","Third Class"
"HID0323","BB1886",1885,"Burma","Rangoon","British India","Act XXII of 1864","Second Class"
"HID0324","BB1886",1885,"Burma","Bassein","British India","Act XIV of 1868","Third Class"
"HID0325","BB1886",1885,"Burma","Prome","British India","Act XIV of 1868","Second Class"
"HID0326","BB1886",1885,"Burma","Thayetmyo","British India","Act XXII of 1864","Second Class"
"HID0327","BB1886",1885,"Burma","Akyab","British India","Act XIV of 1868","Second Class"
"HID0328","BB1886",1885,"Burma","Moulmein","British India","Act XIV of 1868","Second Class"
"HID0329","BB1886",1885,"Burma","Toungoo","British India","Act XIV of 1868","Third Class"
"HID0330","BB1886",1885,"Burma","Henzada","British India","Act XIV of 1868","Third Class"
"HID0331","BB1886",1886,"Burma","Rangoon","British India","Act XXII of 1864","Second Class"
"HID0332","BB1886",1886,"Burma","Bassein","British India","Act XIV of 1868","Third Class"
"HID0333","BB1886",1886,"Burma","Prome","British India","Act XIV of 1868","Second Class"
"HID0334","BB1886",1886,"Burma","Thayetmyo","British India","Act XXII of 1864","Second Class"
"HID0335","BB1886",1886,"Burma","Akyab","British India","Act XIV of 1868","Second Class"
"HID0336","BB1886",1886,"Burma","Moulmein","British India","Act XIV of 1868","Second Class"
"HID0337","BB1886",1886,"Burma","Toungoo","British India","Act XIV of 1868","Third Class"
"HID0338","BB1886",1886,"Burma","Henzada","British India","Act XIV of 1868","Third Class"
"HID0339","BB1886",1887,"Burma","Rangoon","British India","Act XXII of 1864","Second Class"
"HID0340","BB1886",1887,"Burma","Bassein","British India","Act XIV of 1868","Third Class"
"HID0341","BB1886",1887,"Burma","Prome","British India","Act XIV of 1868","Second Class"
"HID0342","BB1886",1887,"Burma","Thayetmyo","British India","Act XXII of 1864","Second Class"
"HID0343","BB1886",1887,"Burma","Akyab","British India","Act XIV of 1868","Second Class"
"HID0344","BB1886",1887,"Burma","Moulmein","British India","Act XIV of 1868","Second Class"
"HID0345","BB1886",1887,"Burma","Toungoo","British India","Act XIV of 1868","Third Class"
"HID0346","BB1886",1887,"Burma","Henzada","British India","Act XIV of 1868","Third Class"
"HID0347","BB1886",1888,"Burma","Rangoon","British India","Act XXII of 1864","Second Class"
"HID0348","BB1886",1888,"Burma","Bassein","British India","Act XIV of 1868","Third Class"
"HID0349","BB1886",1888,"Burma","Prome","British India","Act XIV of 1868","Second Class"
"HID0350","BB1886",1888,"Burma","Thayetmyo","British India","Act XXII of 1864","Second Class"
"HID0351","BB1886",1888,"Burma","Akyab","British India","Act XIV of 1868","Second Class"
"HID0352","BB1886",1888,"Burma","Moulmein","British India","Act XIV of 1868","Second Class"
"HID0353","BB1886",1888,"Burma","Toungoo","British India","Act XIV of 1868","Third Class"
"HID0354","BB1886",1888,"Burma","Henzada","British India","Act XIV of 1868","Third Class"
"HID0355","BB1886",1889,"Burma","Rangoon","British India","Act XXII of 1864","Second Class"
"HID0356","BB1886",1889,"Burma","Bassein","British India","Act XIV of 1868","Third Class"
"HID0357","BB1886",1889,"Burma","Prome","British India","Act XIV of 1868","Second Class"
"HID0358","BB1886",1889,"Burma","Thayetmyo","British India","Act XXII of 1864","Second Class"
"HID0359","BB1886",1889,"Burma","Akyab","British India","Act XIV of 1868","Second Class"
"HID0360","BB1886",1889,"Burma","Moulmein","British India","Act XIV of 1868","Second Class"
"HID0361","BB1886",1889,"Burma","Toungoo","British India","Act XIV of 1868","Third Class"
"HID0362","BB1886",1889,"Burma","Henzada","British India","Act XIV of 1868","Third Class"
